co2_storages,value
Saline_aquifer_offshore,0.5
Saline_aquifer_onshore,0.284023668639053
Depleted_hydrocarbon_fields_offshore,0.263313609467456
Depleted_hydrocarbon_fields_onshore,0.201183431952663
