Total Energy System Costs (Salvage Values included),Total Costs of Power Plants without CCS,Energy Storage Investment Costs,Transport Costs,Scenario,Total Costs of Power Plants with CCS,CO2 Pipeline Investment Costs,CO2 Pipeline Operational Costs,Total CO2 Pipeline Costs,CO2 Storage Investment Costs,CO2 Storage Operational Costs,Total CO2 Storage Costs,Total CO2 Infrastructure Costs,Total CO2 Emission Costs
796932.7568813638,209278.50246876685,761.5543788170949,3548.133863021556,CCS_affordable,66270.94101106869,181.75669588772095,904.1443128637823,1085.9010087515032,1048.5967382423896,27254.37643442992,28302.97317267231,95659.81519249248,234195.60173866156
