Year,Region,Hour,Technology,Fuel,value
2030,UK,104,WindOnshore,Power,39.469947184
2040,UK,104,WindOnshore,Power,52.743026768
2050,UK,104,WindOnshore,Power,73.35122928
2020,DE,105,WindOnshore,Power,44.42297418
2030,DE,105,WindOnshore,Power,56.041290504
2040,DE,105,WindOnshore,Power,67.659606828
2050,DE,105,WindOnshore,Power,88.84594836
2020,FR,105,WindOnshore,Power,20.667160668
2030,FR,105,WindOnshore,Power,26.079988462
2040,FR,105,WindOnshore,Power,34.44526778
2050,FR,105,WindOnshore,Power,44.28677286
2020,NO,105,WindOnshore,Power,13.539570148000001
2030,NO,105,WindOnshore,Power,17.184839034
2040,NO,105,WindOnshore,Power,20.309355222
2050,NO,105,WindOnshore,Power,23.954624108
2020,DK,105,WindOnshore,Power,18.287697246
2030,DK,105,WindOnshore,Power,22.976850386000002
2040,DK,105,WindOnshore,Power,27.666003526
2050,DK,105,WindOnshore,Power,32.82407198
2020,UK,105,WindOnshore,Power,28.05907761
2030,UK,105,WindOnshore,Power,35.229730777
2040,UK,105,WindOnshore,Power,47.076896878999996
2050,UK,105,WindOnshore,Power,65.47118109
2020,DE,106,WindOnshore,Power,46.379741135
2030,DE,106,WindOnshore,Power,58.509827278
2040,DE,106,WindOnshore,Power,70.639913421
2050,DE,106,WindOnshore,Power,92.75948227
2020,FR,106,WindOnshore,Power,16.098181428
2030,FR,106,WindOnshore,Power,20.314371802
2040,FR,106,WindOnshore,Power,26.83030238
2050,FR,106,WindOnshore,Power,34.49610306
2020,NO,106,WindOnshore,Power,12.121748184
2030,NO,106,WindOnshore,Power,15.385295772000001
2040,NO,106,WindOnshore,Power,18.182622276
2050,NO,106,WindOnshore,Power,21.446169864
2020,DK,106,WindOnshore,Power,16.740718214999998
2030,DK,106,WindOnshore,Power,21.033210065
2040,DK,106,WindOnshore,Power,25.325701915
2050,DK,106,WindOnshore,Power,30.047442949999997
2020,UK,106,WindOnshore,Power,35.68010841
2030,UK,106,WindOnshore,Power,44.798358337
2040,UK,106,WindOnshore,Power,59.863292999
2050,UK,106,WindOnshore,Power,83.25358629
2020,DE,107,WindOnshore,Power,31.708640015
2030,DE,107,WindOnshore,Power,40.001668942
2040,DE,107,WindOnshore,Power,48.294697869000004
2050,DE,107,WindOnshore,Power,63.41728003
2020,FR,107,WindOnshore,Power,27.531390684
2030,FR,107,WindOnshore,Power,34.741993006
2040,FR,107,WindOnshore,Power,45.88565114
2050,FR,107,WindOnshore,Power,58.99583718
2020,NO,107,WindOnshore,Power,12.234680874
2030,NO,107,WindOnshore,Power,15.528633417
2040,NO,107,WindOnshore,Power,18.352021311
2050,NO,107,WindOnshore,Power,21.645973854
2020,DK,107,WindOnshore,Power,9.902227413
2030,DK,107,WindOnshore,Power,12.441260083
2040,DK,107,WindOnshore,Power,14.980292752999999
2050,DK,107,WindOnshore,Power,17.77322869
2020,UK,107,WindOnshore,Power,24.106130820000004
2030,UK,107,WindOnshore,Power,30.266586474000004
2040,UK,107,WindOnshore,Power,40.44473059800001
2050,UK,107,WindOnshore,Power,56.24763858000001
2020,DE,108,WindOnshore,Power,21.65815366
2030,DE,108,WindOnshore,Power,27.322593847999997
2040,DE,108,WindOnshore,Power,32.987034036
2050,DE,108,WindOnshore,Power,43.31630732
2020,FR,108,WindOnshore,Power,37.316342952
2030,FR,108,WindOnshore,Power,47.089670868
2040,FR,108,WindOnshore,Power,62.19390492
2050,FR,108,WindOnshore,Power,79.96359204
2020,NO,108,WindOnshore,Power,8.106920042
2030,NO,108,WindOnshore,Power,10.289552361
2040,NO,108,WindOnshore,Power,12.160380063
2050,NO,108,WindOnshore,Power,14.343012382
2020,DK,108,WindOnshore,Power,4.123244112
2030,DK,108,WindOnshore,Power,5.180486192
2040,DK,108,WindOnshore,Power,6.237728272
2050,DK,108,WindOnshore,Power,7.40069456
2020,UK,108,WindOnshore,Power,16.27954398
2030,UK,108,WindOnshore,Power,20.439871886
2040,UK,108,WindOnshore,Power,27.313457122
2050,UK,108,WindOnshore,Power,37.98560262
2020,DE,109,WindOnshore,Power,10.840202945000001
2030,DE,109,WindOnshore,Power,13.675332946000001
2040,DE,109,WindOnshore,Power,16.510462947
2050,DE,109,WindOnshore,Power,21.680405890000003
2020,FR,109,WindOnshore,Power,24.134961816
2030,FR,109,WindOnshore,Power,30.456023244
2040,FR,109,WindOnshore,Power,40.22493636
2050,FR,109,WindOnshore,Power,51.71777532
2020,NO,109,WindOnshore,Power,8.021690352
2030,NO,109,WindOnshore,Power,10.181376216
2040,NO,109,WindOnshore,Power,12.032535528
2050,NO,109,WindOnshore,Power,14.192221392
2020,DK,109,WindOnshore,Power,10.363239549
2030,DK,109,WindOnshore,Power,13.020480459
2040,DK,109,WindOnshore,Power,15.677721369
2050,DK,109,WindOnshore,Power,18.60068637
2020,UK,109,WindOnshore,Power,8.75279745
2030,UK,109,WindOnshore,Power,10.989623465
2040,UK,109,WindOnshore,Power,14.685249055
2050,UK,109,WindOnshore,Power,20.42319405
2020,DE,110,WindOnshore,Power,14.281822945
2030,DE,110,WindOnshore,Power,18.017068946000002
2040,DE,110,WindOnshore,Power,21.752314947000002
2050,DE,110,WindOnshore,Power,28.56364589
2020,FR,110,WindOnshore,Power,16.583715288
2030,FR,110,WindOnshore,Power,20.927069292
2040,FR,110,WindOnshore,Power,27.63952548
2050,FR,110,WindOnshore,Power,35.53653276
2020,NO,110,WindOnshore,Power,8.173791704
2030,NO,110,WindOnshore,Power,10.374427932
2040,NO,110,WindOnshore,Power,12.260687556
2050,NO,110,WindOnshore,Power,14.461323784000001
2020,DK,110,WindOnshore,Power,14.971718228999999
2030,DK,110,WindOnshore,Power,18.810620339
2040,DK,110,WindOnshore,Power,22.649522449
2050,DK,110,WindOnshore,Power,26.87231477
2020,UK,110,WindOnshore,Power,4.30669854
2030,UK,110,WindOnshore,Power,5.407299278
2040,UK,110,WindOnshore,Power,7.225683106
2050,UK,110,WindOnshore,Power,10.04896326
2020,DE,111,WindOnshore,Power,23.00510602
2030,DE,111,WindOnshore,Power,29.021826056
2040,DE,111,WindOnshore,Power,35.038546092
2050,DE,111,WindOnshore,Power,46.01021204
2020,FR,111,WindOnshore,Power,7.6586853
2030,FR,111,WindOnshore,Power,9.66453145
2040,FR,111,WindOnshore,Power,12.7644755
2050,FR,111,WindOnshore,Power,16.4114685
2020,NO,111,WindOnshore,Power,10.736237096
2030,NO,111,WindOnshore,Power,13.626762467999999
2040,NO,111,WindOnshore,Power,16.104355643999998
2050,NO,111,WindOnshore,Power,18.994881015999997
2020,DK,111,WindOnshore,Power,26.302171779000002
2030,DK,111,WindOnshore,Power,33.046318389
2040,DK,111,WindOnshore,Power,39.790464999
2050,DK,111,WindOnshore,Power,47.20902627
2020,UK,111,WindOnshore,Power,17.01666828
2030,UK,111,WindOnshore,Power,21.365372396
2040,UK,111,WindOnshore,Power,28.550187892
2050,UK,111,WindOnshore,Power,39.70555932
2020,DE,112,WindOnshore,Power,16.431469925000002
2030,DE,112,WindOnshore,Power,20.728931290000002
2040,DE,112,WindOnshore,Power,25.026392655000002
2050,DE,112,WindOnshore,Power,32.862939850000004
2020,FR,112,WindOnshore,Power,9.285369156
2030,FR,112,WindOnshore,Power,11.717251554
2040,FR,112,WindOnshore,Power,15.47561526
2050,FR,112,WindOnshore,Power,19.89721962
2020,NO,112,WindOnshore,Power,12.964410472
2030,NO,112,WindOnshore,Power,16.454828676
2040,NO,112,WindOnshore,Power,19.446615708
2050,NO,112,WindOnshore,Power,22.937033912
2020,DK,112,WindOnshore,Power,14.956042725
2030,DK,112,WindOnshore,Power,18.790925474999998
2040,DK,112,WindOnshore,Power,22.625808225
2050,DK,112,WindOnshore,Power,26.84417925
2020,UK,112,WindOnshore,Power,31.47810102
2030,UK,112,WindOnshore,Power,39.522504614
2040,UK,112,WindOnshore,Power,52.813258378
2050,UK,112,WindOnshore,Power,73.44890237999999
2020,DE,113,WindOnshore,Power,21.874993399999997
2030,DE,113,WindOnshore,Power,27.596145519999997
2040,DE,113,WindOnshore,Power,33.31729764
2050,DE,113,WindOnshore,Power,43.749986799999995
2020,FR,113,WindOnshore,Power,7.23804102
2030,FR,113,WindOnshore,Power,9.13371843
2040,FR,113,WindOnshore,Power,12.0634017
2050,FR,113,WindOnshore,Power,15.510087899999998
2020,NO,113,WindOnshore,Power,16.592259866
2030,NO,113,WindOnshore,Power,21.059406753
2040,NO,113,WindOnshore,Power,24.888389799
2050,NO,113,WindOnshore,Power,29.355536686
2020,DK,113,WindOnshore,Power,15.03786414
2030,DK,113,WindOnshore,Power,18.89372674
2040,DK,113,WindOnshore,Power,22.74958934
2050,DK,113,WindOnshore,Power,26.991038200000002
2020,UK,113,WindOnshore,Power,45.98209206
2030,UK,113,WindOnshore,Power,57.733071142
2040,UK,113,WindOnshore,Power,77.147732234
2050,UK,113,WindOnshore,Power,107.29154814
2020,DE,114,WindOnshore,Power,9.174845225
2030,DE,114,WindOnshore,Power,11.57442013
2040,DE,114,WindOnshore,Power,13.973995035
2050,DE,114,WindOnshore,Power,18.34969045
2020,FR,114,WindOnshore,Power,10.97307414
2030,FR,114,WindOnshore,Power,13.84697451
2040,FR,114,WindOnshore,Power,18.2884569
2050,FR,114,WindOnshore,Power,23.5137303
2020,NO,114,WindOnshore,Power,14.212354442
2030,NO,114,WindOnshore,Power,18.038757561
2040,NO,114,WindOnshore,Power,21.318531662999998
2050,NO,114,WindOnshore,Power,25.144934782
2020,DK,114,WindOnshore,Power,5.7962856899999995
2030,DK,114,WindOnshore,Power,7.282512789999999
2040,DK,114,WindOnshore,Power,8.768739889999999
2050,DK,114,WindOnshore,Power,10.4035897
2020,UK,114,WindOnshore,Power,45.43608492
2030,UK,114,WindOnshore,Power,57.047528844
2040,UK,114,WindOnshore,Power,76.231653588
2050,UK,114,WindOnshore,Power,106.01753148
2020,DE,115,WindOnshore,Power,12.79741671
2030,DE,115,WindOnshore,Power,16.144433388
2040,DE,115,WindOnshore,Power,19.491450066
2050,DE,115,WindOnshore,Power,25.59483342
2020,FR,115,WindOnshore,Power,20.774581464
2030,FR,115,WindOnshore,Power,26.215543276
2040,FR,115,WindOnshore,Power,34.62430244
2050,FR,115,WindOnshore,Power,44.51696028
2020,NO,115,WindOnshore,Power,17.350632
2030,NO,115,WindOnshore,Power,22.021956000000003
2040,NO,115,WindOnshore,Power,26.025948
2050,NO,115,WindOnshore,Power,30.697272
2020,DK,115,WindOnshore,Power,8.968071021
2030,DK,115,WindOnshore,Power,11.267576411
2040,DK,115,WindOnshore,Power,13.567081801
2050,DK,115,WindOnshore,Power,16.09653773
2020,UK,115,WindOnshore,Power,38.79063333
2030,UK,115,WindOnshore,Power,48.703795181
2040,UK,115,WindOnshore,Power,65.082062587
2050,UK,115,WindOnshore,Power,90.51147777
2020,DE,116,WindOnshore,Power,8.491833415
2030,DE,116,WindOnshore,Power,10.712774462
2040,DE,116,WindOnshore,Power,12.933715509
2050,DE,116,WindOnshore,Power,16.98366683
2020,FR,116,WindOnshore,Power,24.003443604
2030,FR,116,WindOnshore,Power,30.290059786000004
2040,FR,116,WindOnshore,Power,40.005739340000005
2050,FR,116,WindOnshore,Power,51.435950580000004
2020,NO,116,WindOnshore,Power,16.65517256
2030,NO,116,WindOnshore,Power,21.13925748
2040,NO,116,WindOnshore,Power,24.982758840000002
2050,NO,116,WindOnshore,Power,29.466843760000003
2020,DK,116,WindOnshore,Power,10.376771106
2030,DK,116,WindOnshore,Power,13.037481645999998
2040,DK,116,WindOnshore,Power,15.698192185999998
2050,DK,116,WindOnshore,Power,18.624973779999998
2020,UK,116,WindOnshore,Power,43.2744804
2030,UK,116,WindOnshore,Power,54.333514279999996
2040,UK,116,WindOnshore,Power,72.60496155999999
2050,UK,116,WindOnshore,Power,100.9737876
2020,DE,117,WindOnshore,Power,25.075998935
2030,DE,117,WindOnshore,Power,31.634337118
2040,DE,117,WindOnshore,Power,38.192675301
2050,DE,117,WindOnshore,Power,50.15199787
2020,FR,117,WindOnshore,Power,30.423407532
2030,FR,117,WindOnshore,Power,38.391442838
2040,FR,117,WindOnshore,Power,50.70567922
2050,FR,117,WindOnshore,Power,65.19301614
2020,NO,117,WindOnshore,Power,16.766818328
2030,NO,117,WindOnshore,Power,21.280961724
2040,NO,117,WindOnshore,Power,25.150227492000003
2050,NO,117,WindOnshore,Power,29.664370888
2020,DK,117,WindOnshore,Power,19.898683662
2030,DK,117,WindOnshore,Power,25.000910242
2040,DK,117,WindOnshore,Power,30.103136822
2050,DK,117,WindOnshore,Power,35.71558606
2020,UK,117,WindOnshore,Power,45.26989992
2030,UK,117,WindOnshore,Power,56.838874344000004
2040,UK,117,WindOnshore,Power,75.95283208800001
2050,UK,117,WindOnshore,Power,105.62976648
2020,DE,118,WindOnshore,Power,42.741418655000004
2030,DE,118,WindOnshore,Power,53.919943534000005
2040,DE,118,WindOnshore,Power,65.098468413
2050,DE,118,WindOnshore,Power,85.48283731000001
2020,FR,118,WindOnshore,Power,24.218708388
2030,FR,118,WindOnshore,Power,30.561703442000002
2040,FR,118,WindOnshore,Power,40.364513980000005
2050,FR,118,WindOnshore,Power,51.89723226
2020,NO,118,WindOnshore,Power,16.461993782
2030,NO,118,WindOnshore,Power,20.894069031
2040,NO,118,WindOnshore,Power,24.692990673
2050,NO,118,WindOnshore,Power,29.125065922
2020,DK,118,WindOnshore,Power,19.086622113
2030,DK,118,WindOnshore,Power,23.980627783
2040,DK,118,WindOnshore,Power,28.874633453
2050,DK,118,WindOnshore,Power,34.258039690000004
2020,UK,118,WindOnshore,Power,39.31863345
2030,UK,118,WindOnshore,Power,49.366728665
2040,UK,118,WindOnshore,Power,65.967929455
2050,UK,118,WindOnshore,Power,91.74347805
2020,DE,119,WindOnshore,Power,50.935832675
2030,DE,119,WindOnshore,Power,64.25751199
2040,DE,119,WindOnshore,Power,77.57919130500001
2050,DE,119,WindOnshore,Power,101.87166535
2020,FR,119,WindOnshore,Power,25.089500688
2030,FR,119,WindOnshore,Power,31.660560392
2040,FR,119,WindOnshore,Power,41.81583448
2050,FR,119,WindOnshore,Power,53.76321576
2020,NO,119,WindOnshore,Power,14.06739269
2030,NO,119,WindOnshore,Power,17.854767645
2040,NO,119,WindOnshore,Power,21.101089035
2050,NO,119,WindOnshore,Power,24.88846399
2020,DK,119,WindOnshore,Power,20.085689247
2030,DK,119,WindOnshore,Power,25.235865977
2040,DK,119,WindOnshore,Power,30.386042707
2050,DK,119,WindOnshore,Power,36.05123711
2020,UK,119,WindOnshore,Power,30.64814352
2030,UK,119,WindOnshore,Power,38.480446864
2040,UK,119,WindOnshore,Power,51.420774128000005
2050,UK,119,WindOnshore,Power,71.51233488
2020,DE,120,WindOnshore,Power,51.523333355
2030,DE,120,WindOnshore,Power,64.998666694
2040,DE,120,WindOnshore,Power,78.474000033
2050,DE,120,WindOnshore,Power,103.04666671
2020,FR,120,WindOnshore,Power,19.581558948
2030,FR,120,WindOnshore,Power,24.710062482
2040,FR,120,WindOnshore,Power,32.635931580000005
2050,FR,120,WindOnshore,Power,41.96048346
2020,NO,120,WindOnshore,Power,14.783517086000002
2030,NO,120,WindOnshore,Power,18.763694763
2040,NO,120,WindOnshore,Power,22.175275629
2050,NO,120,WindOnshore,Power,26.155453306000002
2020,DK,120,WindOnshore,Power,12.414634323
2030,DK,120,WindOnshore,Power,15.597873893
2040,DK,120,WindOnshore,Power,18.781113463
2050,DK,120,WindOnshore,Power,22.28267699
2020,UK,120,WindOnshore,Power,18.61033644
2030,UK,120,WindOnshore,Power,23.366311308
2040,UK,120,WindOnshore,Power,31.224008916
2050,UK,120,WindOnshore,Power,43.42411836
2020,DE,1,WindOffshore,Power,8.622027062999999
2030,DE,1,WindOffshore,Power,13.927889871
2040,DE,1,WindOffshore,Power,21.223451232
2050,DE,1,WindOffshore,Power,29.845478295
2020,FR,1,WindOffshore,Power,3.7629656459999996
2030,FR,1,WindOffshore,Power,6.898770351
2040,FR,1,WindOffshore,Power,15.679023525
2050,FR,1,WindOffshore,Power,15.051862583999998
2030,NO,1,WindOffshore,Power,0.517068285
2040,NO,1,WindOffshore,Power,0.827309256
2050,NO,1,WindOffshore,Power,3.1024097100000003
2030,DK,1,WindOffshore,Power,6.30251076
2040,DK,1,WindOffshore,Power,10.80430416
2050,DK,1,WindOffshore,Power,27.0107604
2020,UK,1,WindOffshore,Power,3.376722248
2030,UK,1,WindOffshore,Power,5.909263934
2040,UK,1,WindOffshore,Power,16.88361124
2050,UK,1,WindOffshore,Power,25.32541686
2020,DE,2,WindOffshore,Power,5.8805185920000005
2030,DE,2,WindOffshore,Power,9.499299264000001
2040,DE,2,WindOffshore,Power,14.475122688
2050,DE,2,WindOffshore,Power,20.35564128
2020,FR,2,WindOffshore,Power,2.78637207
2030,FR,2,WindOffshore,Power,5.108348795
2040,FR,2,WindOffshore,Power,11.609883625
2050,FR,2,WindOffshore,Power,11.14548828
2030,NO,2,WindOffshore,Power,2.1193719399999997
2040,NO,2,WindOffshore,Power,3.390995104
2050,NO,2,WindOffshore,Power,12.71623164
2030,DK,2,WindOffshore,Power,4.315311903
2040,DK,2,WindOffshore,Power,7.397677547999999
2050,DK,2,WindOffshore,Power,18.49419387
2020,UK,2,WindOffshore,Power,2.816552816
2030,UK,2,WindOffshore,Power,4.928967428
2040,UK,2,WindOffshore,Power,14.08276408
2050,UK,2,WindOffshore,Power,21.124146120000002
2020,DE,3,WindOffshore,Power,5.901518519
2030,DE,3,WindOffshore,Power,9.533222223
2040,DE,3,WindOffshore,Power,14.526814816
2050,DE,3,WindOffshore,Power,20.428333335
2020,FR,3,WindOffshore,Power,1.69640853
2030,FR,3,WindOffshore,Power,3.110082305
2040,FR,3,WindOffshore,Power,7.068368875
2050,FR,3,WindOffshore,Power,6.78563412
2030,NO,3,WindOffshore,Power,2.897707305
2040,NO,3,WindOffshore,Power,4.636331688
2050,NO,3,WindOffshore,Power,17.38624383
2030,DK,3,WindOffshore,Power,4.531125816
2040,DK,3,WindOffshore,Power,7.7676442560000005
2050,DK,3,WindOffshore,Power,19.41911064
2020,UK,3,WindOffshore,Power,1.662542396
2030,UK,3,WindOffshore,Power,2.9094491930000004
2040,UK,3,WindOffshore,Power,8.31271198
2050,UK,3,WindOffshore,Power,12.469067970000001
2020,DE,4,WindOffshore,Power,3.1378998559999998
2030,DE,4,WindOffshore,Power,5.068915152
2040,DE,4,WindOffshore,Power,7.724061184
2050,DE,4,WindOffshore,Power,10.86196104
2020,FR,4,WindOffshore,Power,1.530778266
2030,FR,4,WindOffshore,Power,2.8064268209999996
2040,FR,4,WindOffshore,Power,6.3782427749999995
2050,FR,4,WindOffshore,Power,6.123113064
2030,NO,4,WindOffshore,Power,4.1320813
2040,NO,4,WindOffshore,Power,6.61133008
2050,NO,4,WindOffshore,Power,24.7924878
2030,DK,4,WindOffshore,Power,2.6170312840000003
2040,DK,4,WindOffshore,Power,4.486339344
2050,DK,4,WindOffshore,Power,11.21584836
2020,UK,4,WindOffshore,Power,0.774325128
2030,UK,4,WindOffshore,Power,1.355068974
2040,UK,4,WindOffshore,Power,3.87162564
2050,UK,4,WindOffshore,Power,5.80743846
2020,DE,5,WindOffshore,Power,3.389866012
2030,DE,5,WindOffshore,Power,5.475937404
2040,DE,5,WindOffshore,Power,8.344285568
2050,DE,5,WindOffshore,Power,11.73415158
2020,FR,5,WindOffshore,Power,1.8550829100000001
2030,FR,5,WindOffshore,Power,3.400985335
2040,FR,5,WindOffshore,Power,7.729512125
2050,FR,5,WindOffshore,Power,7.420331640000001
2030,NO,5,WindOffshore,Power,3.661137795
2040,NO,5,WindOffshore,Power,5.857820472
2050,NO,5,WindOffshore,Power,21.96682677
2030,DK,5,WindOffshore,Power,2.704833453
2040,DK,5,WindOffshore,Power,4.6368573479999995
2050,DK,5,WindOffshore,Power,11.592143369999999
2020,UK,5,WindOffshore,Power,0.297267336
2030,UK,5,WindOffshore,Power,0.520217838
2040,UK,5,WindOffshore,Power,1.48633668
2050,UK,5,WindOffshore,Power,2.22950502
2020,DE,6,WindOffshore,Power,5.8538969970000005
2030,DE,6,WindOffshore,Power,9.456295149
2040,DE,6,WindOffshore,Power,14.409592608
2050,DE,6,WindOffshore,Power,20.263489605
2020,FR,6,WindOffshore,Power,3.175958034
2030,FR,6,WindOffshore,Power,5.822589729000001
2040,FR,6,WindOffshore,Power,13.233158475000002
2050,FR,6,WindOffshore,Power,12.703832136
2030,NO,6,WindOffshore,Power,3.743267535
2040,NO,6,WindOffshore,Power,5.989228056
2050,NO,6,WindOffshore,Power,22.45960521
2030,DK,6,WindOffshore,Power,2.439164826
2040,DK,6,WindOffshore,Power,4.181425416
2050,DK,6,WindOffshore,Power,10.45356354
2020,UK,6,WindOffshore,Power,1.544420732
2030,UK,6,WindOffshore,Power,2.702736281
2040,UK,6,WindOffshore,Power,7.72210366
2050,UK,6,WindOffshore,Power,11.583155490000001
2020,DE,7,WindOffshore,Power,8.036227030000001
2030,DE,7,WindOffshore,Power,12.98159751
2040,DE,7,WindOffshore,Power,19.78148192
2050,DE,7,WindOffshore,Power,27.81770895
2020,FR,7,WindOffshore,Power,3.870505638
2030,FR,7,WindOffshore,Power,7.095927003000001
2040,FR,7,WindOffshore,Power,16.127106825000002
2050,FR,7,WindOffshore,Power,15.482022552
2030,NO,7,WindOffshore,Power,3.557907595
2040,NO,7,WindOffshore,Power,5.692652152
2050,NO,7,WindOffshore,Power,21.34744557
2030,DK,7,WindOffshore,Power,4.070437546
2040,DK,7,WindOffshore,Power,6.977892936
2050,DK,7,WindOffshore,Power,17.44473234
2020,UK,7,WindOffshore,Power,2.40884916
2030,UK,7,WindOffshore,Power,4.21548603
2040,UK,7,WindOffshore,Power,12.044245799999999
2050,UK,7,WindOffshore,Power,18.066368699999998
2020,DE,8,WindOffshore,Power,10.115492322000001
2030,DE,8,WindOffshore,Power,16.340410674
2040,DE,8,WindOffshore,Power,24.899673408
2050,DE,8,WindOffshore,Power,35.01516573
2020,FR,8,WindOffshore,Power,4.8287062259999995
2030,FR,8,WindOffshore,Power,8.852628081
2040,FR,8,WindOffshore,Power,20.119609275
2050,FR,8,WindOffshore,Power,19.314824903999998
2030,NO,8,WindOffshore,Power,2.511524965
2040,NO,8,WindOffshore,Power,4.018439944
2050,NO,8,WindOffshore,Power,15.069149789999999
2030,DK,8,WindOffshore,Power,4.444727903
2040,DK,8,WindOffshore,Power,7.619533548
2050,DK,8,WindOffshore,Power,19.04883387
2020,UK,8,WindOffshore,Power,3.647653852
2030,UK,8,WindOffshore,Power,6.3833942409999995
2040,UK,8,WindOffshore,Power,18.23826926
2050,UK,8,WindOffshore,Power,27.35740389
2020,DE,9,WindOffshore,Power,10.001865315
2030,DE,9,WindOffshore,Power,16.156859355
2040,DE,9,WindOffshore,Power,24.61997616
2050,DE,9,WindOffshore,Power,34.621841475000004
2020,FR,9,WindOffshore,Power,5.318917626
2030,FR,9,WindOffshore,Power,9.751348981
2040,FR,9,WindOffshore,Power,22.162156775
2050,FR,9,WindOffshore,Power,21.275670504
2030,NO,9,WindOffshore,Power,2.9727977599999997
2040,NO,9,WindOffshore,Power,4.756476416
2050,NO,9,WindOffshore,Power,17.83678656
2030,DK,9,WindOffshore,Power,4.604068679
2040,DK,9,WindOffshore,Power,7.892689164
2050,DK,9,WindOffshore,Power,19.731722910000002
2020,UK,9,WindOffshore,Power,3.817976804
2030,UK,9,WindOffshore,Power,6.681459407
2040,UK,9,WindOffshore,Power,19.08988402
2050,UK,9,WindOffshore,Power,28.634826030000003
2020,DE,10,WindOffshore,Power,11.644934262
2030,DE,10,WindOffshore,Power,18.811047654
2040,DE,10,WindOffshore,Power,28.664453568
2050,DE,10,WindOffshore,Power,40.30938783
2020,FR,10,WindOffshore,Power,5.59537812
2030,FR,10,WindOffshore,Power,10.25819322
2040,FR,10,WindOffshore,Power,23.3140755
2050,FR,10,WindOffshore,Power,22.38151248
2030,NO,10,WindOffshore,Power,1.7442801799999998
2040,NO,10,WindOffshore,Power,2.790848288
2050,NO,10,WindOffshore,Power,10.46568108
2030,DK,10,WindOffshore,Power,4.553618482
2040,DK,10,WindOffshore,Power,7.806203112
2050,DK,10,WindOffshore,Power,19.51550778
2020,UK,10,WindOffshore,Power,4.12
2030,UK,10,WindOffshore,Power,7.21
2040,UK,10,WindOffshore,Power,20.6
2050,UK,10,WindOffshore,Power,30.900000000000002
2020,DE,11,WindOffshore,Power,13.099917869999999
2030,DE,11,WindOffshore,Power,21.16140579
2040,DE,11,WindOffshore,Power,32.24595168
2050,DE,11,WindOffshore,Power,45.345869549999996
2020,FR,11,WindOffshore,Power,6.178308533999999
2030,FR,11,WindOffshore,Power,11.326898979
2040,FR,11,WindOffshore,Power,25.742952225
2050,FR,11,WindOffshore,Power,24.713234135999997
2030,NO,11,WindOffshore,Power,2.44180179
2040,NO,11,WindOffshore,Power,3.906882864
2050,NO,11,WindOffshore,Power,14.65081074
2030,DK,11,WindOffshore,Power,5.576789014999999
2040,DK,11,WindOffshore,Power,9.56020974
2050,DK,11,WindOffshore,Power,23.900524349999998
2020,UK,11,WindOffshore,Power,3.98092664
2030,UK,11,WindOffshore,Power,6.96662162
2040,UK,11,WindOffshore,Power,19.9046332
2050,UK,11,WindOffshore,Power,29.8569498
2020,DE,12,WindOffshore,Power,11.999086164
2030,DE,12,WindOffshore,Power,19.383139188
2040,DE,12,WindOffshore,Power,29.536212096
2050,DE,12,WindOffshore,Power,41.53529826
2020,FR,12,WindOffshore,Power,6.133027415999999
2030,FR,12,WindOffshore,Power,11.243883596
2040,FR,12,WindOffshore,Power,25.5542809
2050,FR,12,WindOffshore,Power,24.532109663999996
2030,NO,12,WindOffshore,Power,1.91455803
2040,NO,12,WindOffshore,Power,3.063292848
2050,NO,12,WindOffshore,Power,11.48734818
2030,DK,12,WindOffshore,Power,4.432109675
2040,DK,12,WindOffshore,Power,7.5979023
2050,DK,12,WindOffshore,Power,18.99475575
2020,UK,12,WindOffshore,Power,3.886998608
2030,UK,12,WindOffshore,Power,6.802247564
2040,UK,12,WindOffshore,Power,19.43499304
2050,UK,12,WindOffshore,Power,29.15248956
2020,DE,13,WindOffshore,Power,6.753805019
2030,DE,13,WindOffshore,Power,10.909992722999998
2040,DE,13,WindOffshore,Power,16.624750816
2050,DE,13,WindOffshore,Power,23.378555834999997
2020,FR,13,WindOffshore,Power,5.269908654
2030,FR,13,WindOffshore,Power,9.661499199
2040,FR,13,WindOffshore,Power,21.957952725
2050,FR,13,WindOffshore,Power,21.079634616
2030,NO,13,WindOffshore,Power,2.3157364
2040,NO,13,WindOffshore,Power,3.70517824
2050,NO,13,WindOffshore,Power,13.8944184
2030,DK,13,WindOffshore,Power,2.273930568
2040,DK,13,WindOffshore,Power,3.898166688
2050,DK,13,WindOffshore,Power,9.74541672
2020,UK,13,WindOffshore,Power,2.571836276
2030,UK,13,WindOffshore,Power,4.500713483
2040,UK,13,WindOffshore,Power,12.859181379999999
2050,UK,13,WindOffshore,Power,19.28877207
2020,DE,14,WindOffshore,Power,3.284395179
2030,DE,14,WindOffshore,Power,5.305561443
2040,DE,14,WindOffshore,Power,8.084665056
2050,DE,14,WindOffshore,Power,11.369060235000001
2020,FR,14,WindOffshore,Power,3.508270074
2030,FR,14,WindOffshore,Power,6.431828469
2040,FR,14,WindOffshore,Power,14.617791975
2050,FR,14,WindOffshore,Power,14.033080296
2030,NO,14,WindOffshore,Power,1.857859515
2040,NO,14,WindOffshore,Power,2.972575224
2050,NO,14,WindOffshore,Power,11.14715709
2030,DK,14,WindOffshore,Power,0.810453294
2040,DK,14,WindOffshore,Power,1.389348504
2050,DK,14,WindOffshore,Power,3.47337126
2020,UK,14,WindOffshore,Power,1.658960452
