Year,Region,Hour,Technology,Fuel,value
2030,DE,26,Power2Gas,Power,16.191258096
2040,DE,26,Power2Gas,Power,11.748708550000003
2020,FR,26,Power2Gas,Power,0.4147646250000072
2040,FR,26,Power2Gas,Power,24.651333236000006
2020,NO,26,Power2Gas,Power,5.0
2030,NO,26,Power2Gas,Power,6.25
2040,NO,26,Power2Gas,Power,6.200703650333335
2050,NO,26,Power2Gas,Power,24.40161769825
2020,DK,26,Power2Gas,Power,10.307001039000001
2030,DK,26,Power2Gas,Power,18.808741904
2040,DK,26,Power2Gas,Power,26.321421132999994
2050,DK,26,Power2Gas,Power,30.936923968416664
2020,UK,26,Power2Gas,Power,23.333333333333336
2030,UK,26,Power2Gas,Power,31.666666666666668
2040,UK,26,Power2Gas,Power,22.223666763999994
2050,UK,26,Power2Gas,Power,58.59375
2020,DE,27,Power2Gas,Power,10.333333333333334
2030,DE,27,Power2Gas,Power,25.0
2040,DE,27,Power2Gas,Power,14.574645896999954
2050,DE,27,Power2Gas,Power,31.76865716999997
2020,FR,27,Power2Gas,Power,15.018170816
2040,FR,27,Power2Gas,Power,3.8866124679999956
2050,FR,27,Power2Gas,Power,19.044488251999994
2030,NO,27,Power2Gas,Power,2.358964347000004
2040,NO,27,Power2Gas,Power,6.667346954000001
2050,NO,27,Power2Gas,Power,27.540457425125002
2020,DK,27,Power2Gas,Power,18.0
2030,DK,27,Power2Gas,Power,23.57812900021917
2040,DK,27,Power2Gas,Power,27.858497704906604
2050,DK,27,Power2Gas,Power,49.32959351583334
2020,UK,27,Power2Gas,Power,14.981829184000002
2030,UK,27,Power2Gas,Power,22.5
2040,UK,27,Power2Gas,Power,42.988387532000004
2050,UK,27,Power2Gas,Power,26.041666666666668
2020,DE,28,Power2Gas,Power,18.773325371
2030,DE,28,Power2Gas,Power,37.873442116
2040,DE,28,Power2Gas,Power,37.165939508999955
2050,DE,28,Power2Gas,Power,91.15569758999999
2020,FR,28,Power2Gas,Power,6.666666666666668
2030,FR,28,Power2Gas,Power,22.655509170000023
2040,FR,28,Power2Gas,Power,38.58370363600001
2050,FR,28,Power2Gas,Power,113.25921156075555
2030,NO,28,Power2Gas,Power,1.005106180000002
2040,NO,28,Power2Gas,Power,5.343299809499999
2050,NO,28,Power2Gas,Power,27.540457425125002
2020,DK,28,Power2Gas,Power,9.560007962333335
2030,DK,28,Power2Gas,Power,22.642699564000004
2040,DK,28,Power2Gas,Power,15.620473703906605
2050,DK,28,Power2Gas,Power,44.51278356583332
2020,UK,28,Power2Gas,Power,23.333333333333336
2030,UK,28,Power2Gas,Power,37.66666666666667
2040,UK,28,Power2Gas,Power,20.833333333333332
2050,UK,28,Power2Gas,Power,90.7345863341667
2020,DE,29,Power2Gas,Power,46.796729146000004
2030,DE,29,Power2Gas,Power,60.0
2040,DE,29,Power2Gas,Power,78.81177370199997
2050,DE,29,Power2Gas,Power,95.83799225362681
2020,FR,29,Power2Gas,Power,18.00572917728158
2030,FR,29,Power2Gas,Power,38.84085428299999
2040,FR,29,Power2Gas,Power,58.964315228
2050,FR,29,Power2Gas,Power,113.25921156075555
2030,NO,29,Power2Gas,Power,6.115117766219538
2040,NO,29,Power2Gas,Power,6.058921452999997
2050,NO,29,Power2Gas,Power,23.895430910250003
2020,DK,29,Power2Gas,Power,11.53660418733333
2030,DK,29,Power2Gas,Power,19.166666666666668
2040,DK,29,Power2Gas,Power,16.2058789509066
2050,DK,29,Power2Gas,Power,48.46437520833332
2020,UK,29,Power2Gas,Power,28.333333333333336
2030,UK,29,Power2Gas,Power,29.659145717000005
2040,UK,29,Power2Gas,Power,30.987806238333313
2050,UK,29,Power2Gas,Power,104.99664430916667
2020,DE,30,Power2Gas,Power,57.5677055928607
2030,DE,30,Power2Gas,Power,62.6255249319716
2040,DE,30,Power2Gas,Power,93.450108319
2050,DE,30,Power2Gas,Power,95.83799225362677
2020,FR,30,Power2Gas,Power,27.305896505999996
2030,FR,30,Power2Gas,Power,43.20780840136173
2040,FR,30,Power2Gas,Power,76.04166666666667
2050,FR,30,Power2Gas,Power,113.25921156075555
2030,NO,30,Power2Gas,Power,0.07240954999999971
2040,NO,30,Power2Gas,Power,2.4424622250000003
2050,NO,30,Power2Gas,Power,13.815060557999995
2020,DK,30,Power2Gas,Power,8.333333333333334
2030,DK,30,Power2Gas,Power,19.166666666666668
2040,DK,30,Power2Gas,Power,10.578371108333332
2050,DK,30,Power2Gas,Power,40.95353097333333
2020,UK,30,Power2Gas,Power,16.907764708000006
2030,UK,30,Power2Gas,Power,22.666666666666668
2040,UK,30,Power2Gas,Power,20.833333333333332
2050,UK,30,Power2Gas,Power,104.99664430916667
2020,DE,31,Power2Gas,Power,54.010712057
2030,DE,31,Power2Gas,Power,60.0
2040,DE,31,Power2Gas,Power,93.450108319
2050,DE,31,Power2Gas,Power,95.83799225362677
2020,FR,31,Power2Gas,Power,26.204587114
2030,FR,31,Power2Gas,Power,45.83333333333333
2040,FR,31,Power2Gas,Power,73.712381382
2050,FR,31,Power2Gas,Power,113.25921156075555
2040,NO,31,Power2Gas,Power,1.0575043519999974
2050,NO,31,Power2Gas,Power,14.401016380249999
2020,DK,31,Power2Gas,Power,6.678207620345987
2030,DK,31,Power2Gas,Power,15.94098044207826
2040,DK,31,Power2Gas,Power,19.463328981333333
2050,DK,31,Power2Gas,Power,40.79354766833333
2020,UK,31,Power2Gas,Power,21.560324912000002
2030,UK,31,Power2Gas,Power,22.666666666666668
2040,UK,31,Power2Gas,Power,27.821303131999997
2050,UK,31,Power2Gas,Power,104.99664430916667
2020,DE,32,Power2Gas,Power,23.27136110300001
2030,DE,32,Power2Gas,Power,41.76409078300001
2040,DE,32,Power2Gas,Power,38.46143401200001
2050,DE,32,Power2Gas,Power,95.83799225362677
2020,FR,32,Power2Gas,Power,16.978176737999995
2030,FR,32,Power2Gas,Power,34.27431539140349
2040,FR,32,Power2Gas,Power,46.83418100799999
2050,FR,32,Power2Gas,Power,113.25921156075555
2050,NO,32,Power2Gas,Power,14.863525840625002
2020,DK,32,Power2Gas,Power,5.061972230333323
2030,DK,32,Power2Gas,Power,11.855161914150262
2040,DK,32,Power2Gas,Power,16.2838301139741
2050,DK,32,Power2Gas,Power,9.246519322528023
2020,UK,32,Power2Gas,Power,24.815627558000003
2030,UK,32,Power2Gas,Power,17.929824561403514
2040,UK,32,Power2Gas,Power,38.684208048
2050,UK,32,Power2Gas,Power,104.99664430916667
2020,DE,33,Power2Gas,Power,5.424043372
2030,DE,33,Power2Gas,Power,18.222834951666666
2040,DE,33,Power2Gas,Power,31.25
2050,DE,33,Power2Gas,Power,27.368367759999995
2020,FR,33,Power2Gas,Power,12.031029776000006
2030,FR,33,Power2Gas,Power,14.637054164000006
2040,FR,33,Power2Gas,Power,20.295154893999996
2050,FR,33,Power2Gas,Power,50.0690737751697
2020,NO,33,Power2Gas,Power,5.0
2050,NO,33,Power2Gas,Power,9.530241773875
2020,DK,33,Power2Gas,Power,5.050639177
2030,DK,33,Power2Gas,Power,10.943831715
2040,DK,33,Power2Gas,Power,13.020833333333332
2050,DK,33,Power2Gas,Power,18.204548906666673
2020,UK,33,Power2Gas,Power,12.968970223999996
2030,UK,33,Power2Gas,Power,24.695978232999998
2040,UK,33,Power2Gas,Power,26.579845106000004
2050,UK,33,Power2Gas,Power,54.47771808766914
2020,DE,34,Power2Gas,Power,18.582248778333334
2030,DE,34,Power2Gas,Power,18.801918238
2040,DE,34,Power2Gas,Power,30.01125984133333
2050,DE,34,Power2Gas,Power,7.2007898999999895
2020,FR,34,Power2Gas,Power,6.666666666666668
2030,FR,34,Power2Gas,Power,15.098368074999996
2040,FR,34,Power2Gas,Power,6.285605901999993
2050,FR,34,Power2Gas,Power,51.923530834166684
